content,score
Monton ini knp dah setia malam kasi tim yang kaya gak bisa maen Mulu dh sumpah gua setia hari dapet tim yang kaya gitu jadi males maen juga jdi pengen pindah gem tolong kalo ngasih tim itu minimal yang seimbang Napa monton biyar yang maen di kampung gua gak pindah gem ke banyak da pada pensi sih ya gara2di kasi tim yang gak seimbang Mulu kalo ssekali GK papa TPI ini mah tiyap hari dan waktu lagi pengen maenmaen ny lagi malem.tolong di baca monton ygbnr ngasi tim itu ygseimbang gemrusak yu AOP aj,1
"game nya bagus cuma saat Ada diamond kuning gua kagak bisa top up, semoga2 montoon memberikan diamond yang tidak bisa top up Dan memberikan hadiah untuk yang gak Sanggup top up",3
"Sudah bagus, Cuma untuk Skin Hero Map dan animasi UI nya perlu di perhalus dan di optimalkan lagi, biar gak ketinggalan dengan kompetitornya, hingga bisa menarik player Barat Intinya Developer jangan setengah-setengah dalam memberikan konten, selalu upayakan yang terbaik",4
"knpa ka nge frez padahal penyimpanan hp saya masih banyak ka,di in game beberapa menit kemudian suka nge-freez dan saya buka hp masih lancar knpa cuma di ml dan di in game nya ka,tolong ka gmna ini,mohon bantuannya ya kaa,gmna ini di diemin makin parah,bahkan bisa sampe 3 nge frezz dalam 1 macth,gmna ini bnerin lah",2
"Woi kalau aku main kasih tim yg betul napa terus kasih jaringan yg btl"" kau niat gak buat game kalau gak niat hapus aja capek kali lihat tim nya mereka yg gak becus main aku yg di Turunkan kredit skornya capek lohhhhh",1
"Tiap update pasti banyak masalah,entah hp cepat panas,tambah berat,lag,crash dan find match rank lama.",1
Kenapa kalo main slalu dapet tim beban terus capek tolong ubah sistemnya kalo kek gini terus lama² player ml bakalan pindah ke game sebelah,1
Monton maksih aku slalu di kasih lose lebih dari 20x aku Player setia dan sangat senang ketika menang 1x lose 10x makasih ntar aku tambahin B nya yah setelah 5 tahun mendatang,1
"Terlalu bnyak AFK N terlalu banyak di laporkan pada hal tidak ada penggaran.. cuman di laporkan karna main kurang bagus aja udah kena AFK... saya player bukan pro player... game udah bagus tapi gamenya ikut player yg baperan🙄👎👎👎 Hapus aja fitur ""chet"" !! Chet minta bantu malah hbis main di kasi peringatan🙄 ga otak memang",3
"Walaupun main nya ngeselin terkadang, tpi semua emosi gua ada di dalam nya, Terima kasih Buat MLBB game yang bukan cuma sebuah game tpi juga tempat buat gua mencurahkan semua Stress gua. Thankss Moonton. Saran Kalo kasih skin yang bagus Dikit hehehe. Revisi dikit moonton coba kalo lagi main solo kasih team itu yang bener dikit. masa tank gua cici",5
Lain kali teliti jantan mabok kata nya pasif Natalia sama ULTI nya ga bisa di serang mana ko masih bisa di serang kata nya juga cara serang Natalia . kata nya khusus pake crose helmet tapi di serang pake skil ko Masi bisa bener bener mabok,1
Game sampah setiap mau login ngestuck di logo mobile legend terus udh hpus data hpus apknya sama aj aj ga bisa masuk ampun dah!!,1
"ngebug mulu..setiap.menit 7 s/d 10 menit ga bisa gerak , dan layar berhenti , dan suara aj..akibat nya main rank selalu afk dan kalah terus,, update ga jelas,, game y lucu yg solo selalu ketemu yg mabar group..pokok nya kacau update skrg",1
sekarang tambah buruk game suka lag keluar sendiri jadi afk terus masuk nya makan waktu padahal jaringan bagus,1
"Tolong lah moonton, kenapa ngasih tim di bawah rata-rata. Sedangkan ngasih lawan profesional. Kadang jaringan tiba-tiba lag sendiri pas lagi war. Gak seseru dulu nih game.",1
Monton tolong lah jaringan nya sering tiba tiba lag itu aja gem nya gua suka menantang kali,5
"Tolong perbaiki sistem pencarian pertandingan nya lah, jangan di satuin orang yang rolenya sama. Jadi nya malah kalah, soalnya ga ahli.",3
game ini kayak game setingan juga setelah naik rank selalu di kasih lawan yg ngak gampang mati. aneh sekali hbis menang langsung dapat pilihan nomor 4 atw nomor 5 bkin jengkel game ini saya rasa lawanya komputer makanya susah naik rank.,2
"Sebenarnya sih game nya ok bisa di bilang bagus lah, tapi saya merasa kecewa padahal saya main dari 2017 tapi kok pas ngerank suka di troll mulu loh aampai nggak pernah glory kecewa berat sumpah, untuk kalian yang merasa sama kek gw udah uninstall ajah afk mlbb nya pindah game ajh",5
Makin lama game ini makin ampasss jumpa tim bot kalo ga bot afk ada aja server ampasss dikasih keplayer old game kocak tingkatkan kekocakan kalian bintang 1 dulu Kalo udah dibenerin baru gua ga kasih bintang game ampasss,1
Game tidak adill rank nya susah di naikin kalo player yg sering top uo ranknya menang' terus ga adil yg bikin game ini,1
"monton tolong lahh masa gue main game tiba"" lag bgt padahal klo buat apk lain aman"" aja tpi pas main game kno tiba"" jelk coba, ayolah ton perbaiki kek",4
Kalau habis relog tolong jangan terlalu lama loading masuk game. Pas masuk sudah kalah,1
Ee gatau sih mau bilang gmn tp ini game moba yg paling unik menantang dan seru bgt walaupun mah kesel sih sama dark system but ini game nilai ny infinite deh,5
"Moonton.. dari pada banyak orang kecewa dengan tim yang gak mau kerja sama dan gak bisa main, yang dapat MVP kalah harusnya dapat perlindungan bintang😁☝🏻 Karena sekarang di mythic serasa main di epic, apa lagi orang random/acak",1
Permainan nya bagus banget Hero heronya juga bagus bagus dan cantik ganteng 🥰🥰,5
"gw ga ngerti gimana sistem moonton bagi tim tapi yang pasti gw sama temen gw sering banget dapet tim ga jelas yang ga ngerti apa apa, tiap season susah bnget buat naik karna dapet tim yang sering coklat padahal gw sama temen udah bagus mainnya malah kita sering mvp kalah sama gold, mau nyari partyan juga susah apalagi kalo party sering dapet penjoki, kalo kaya gini mulu bakal banyak yang pensi sih",1
"Makin sini makin ga jelas, setiap laporan di terima udah mah skor kredit kalo afk kurang nya tiga, maen terima laporan pula, siapa yg jelek maen siapa yg kena laporan. Untuk memenuhi skor kredit harus nunggu perhari ga jelas game ini semakin sini",1
Sangat seru dan bikin jadi gak stress ini juga lumayan jadi game gabut,5
"setelah update terbaru ml sekarang sering ngelegg+patah"" saat bermain.pdhl saat draf pick lancar"" ajaaa tapi pass mulai pertandingn tiba "" jadi ngelegg nggak jela pdhl jatingn saya lancar+wifi juga nggk ada masalh tolong lah papi montoon di perbaiki",1
iOS selalu jadi yang terbaik dan android akan selalu dinomer duakan untuk koneksi grafik fps dll sebagus apapun Device Androidmu,3
"Udah lewat pertengahan season masih aja dapet tim sampah... Perbaiki lagi sistem match making nya woi tol,liat rating kalian cuma 3,sekian....perbaiki dongo",1
"Bang jaringannya di perbagus lagi ping nya tdk stabil malah punya saya merah terus,paketan masih banyak tp msih ttep laq",4
Beda dengan yang dulu..game bagus tapi gak sesuai ketika bermain Lawannya yang tinggi di versus yang rendah makanya naikin ranknya sulit...gak cuman rank saja semua sulit dapat tim pun tidak sesuai ranknya bahkan ada yang di bawahnya..parah nih game,1
Koneksi jaringan belum stabil tim gak jelas banyaklah kekurangan ini game,1
Game nya gak seru setiap mau legend atau mytic pasti kalah mulu tolong kasih tim nya yg seimbang lah sorry bintang 1,1
Bagus sih bagus tapi kenapa ada dark sistem pengen nya tuh dark sistem di hapuskan,5
"giliran dapat tim timnya kaya bOt . lawan jago"" . aneh terkadang . pdhl player solo . . Game toll.",1
Itu mobile legends fiturnya ditambah lagi dong fitur soal anak sakit,5
"mobile legend ini seru bangett,, kalo yng bisa main nya ma,, kalo ga bisa main ml jangan bilang ml jelek dongg, padahal mlbb seru bngett aku aja download mlbb dari 2018 seru bangett dehh pokoknya,, kalian kalo ga download game ini nyesek si, dijaminn,, pokoknya moonton the beast dehh",5
"Diseason ini sistem moonton macam taekk klo buat slott auto tim pada player solo mode(Rank mythic),Tim lawan dikasi yang mainya menguasai Hero dan menghargai line of down masing² Di Tim kita macam taekk ngepick draft mm 2 player di line up yang sama tidak mau mengalah untuk membeli sepatu Roamer atau ngepick Retry bustion 2"" mestinya pihak dari pembuat sistem game memberi hukuman seberat beratnya 'seperti Teguran keras bagi yg melakukan perilaku hal Seperti itu bisa langsung hapus saja akunya !!",1
"Tolong harap di baca. Mode jaringan tolong jangan di hapus kalau saat kondisi jaringan buruk saya sering mengganti jaringan ke Asia Eropa ABC dan lainnya tolong ini sangat berguna walaupun jaringan saya lag bisa ga lag lagi. dan team juga yang bener,satu lagi yang tiap login di kasih sial tolong kalo mau orang banyak suka game nya di betulin dan jaringannya buruk padahal game yang lain saya masuk seperti pubg dan lainnya ga lag tolong di berbaiki",1
"Eh moonton tolong lah perbaiki aplikasinya, kenapa sekarang jadi kaya gini, masa stiap kalo Dateng Hero lawan sinyalnya langsung merah sih, moonton sekarang mengecewakan, tolong di perbaiki lah,,, soalnya banyak bug yang bikin sinyal susah,,, dikit2 lag dikit2 lag, tolong di pratinjau lagi lah",3
Sangat bagus dan keren heronya hebat hebat terus heronya ada Gatotkaca beh keren banget aku sampe pakai terus,5
Mobile Legend kini sudah membaik. Cuma sistem matchmaking nya di perbaiki lagi. Kadang atau bahkan keseringan tidak seimbang,4
Game apaan ni banyak kalah developer jahat ngasih musuh kuat kalah banyak kali,2
Update otomatis sdh di hidupkan tapi kok gk bs otomatis,1
"game nya udh bagus, jujur gua suka bgt main ml, tapi yg bikin ngeselin itu masalah kda, kda kita udh bagus tapi dapet silver/coklat kan ngeselin kocak, please deh moonton buat kda yg lebih akurat lagi, kita main udh bener, misal kil 7, dead 2, assist 3, harusnya emas tapi itu diitungnya perak, bikin gua jadi kesel jncuk, notice pls banyak jga player yg mempermasalahin ini.",3
Gua sengaja kasih bintang 5 biar di baca sama mooton... Ton lu kasih tim yang bener ke mau naik ke glory malah di kasih sampah satu tim sama lengend sama epic kacau lu... Nyesek gua top up mulu.... Auto pindah ini mah ke HOK.....,5
"Setelah banyak update sering terjadi crash dan kemudian close sendiri sehingga menyebabkan kan afk, sinyal double wifi, peningkatan jaringan aktif frame , grafik dan lain nya rendah tidak ada yang tinggi tetap crash hanya 1 kali pertandingan setelah itu crash lagi sampai 3 kali afk , dan keterangan nya pun menghubungkan kembali laporkan bila ada masalah jaringan terus setiap lag , padahal memory ful masih longgar 2GB . Jadi tidak nyaman di mainkan",5
"bintang.a ku kurangi ya moonton,saat pertempuran slalu terputus"" padahal sinyal ada paket.an juga ada,bintang.a 1 aj ya,mau ku kasih 5 bintang ntar moonton kepala.a besar cukup 1 aja buat moonton udh bahagia kan wkwkwk😛😛😛😝😝😝😜😜🤪🤪🤪",1
server akun albyansyah saat mau loding mau pertandingan gak bisa buka layar pertanding.loding trus dan treus menerus sprti itu.dan aku kehilangan poin krn AFK.pdhl gua gk salah.layar pertandingan ajh gk muncul.terdiam di loding trus langsung logout keluar.dan trus menerus sprti itu.parah.,1
tolong hapus drak sistem yang main nya nyusahin sama kasi peringatan sama yang suka ngatain kasar tolongg di perbaiki lagi game nyaa rusak soalnya,1
"Tolong dong min sinyal nya tuh dibenerin, masa iya wifi sama kouta bagus tiba-tiba sinyal nya merah, sering banget kek gini pas warr tiba-tiba sinyal dibuat merah, kek gini nih sering kena comback musuh gara-gara sinyal nya yang nggak jelas banget",2
Halo monton game nya bagus tapi tolong nanti maret kasih event diamond kuning ya 😋😋,5
"Game loe rusak montoon orang capek capek pulang kerja mau nikmati game malah tambah stres , banyak waktu terbuang gara gara solo rank, tolong lah kalau ngasih tim dan musuh itu yang setara , banyak waktu yang terbuang, bukan nya nambah bintang malah turun terus, duh lama lama nggak laku game loe montoon",1
"Yg hp nya udah ga layak pakai ganti baru yaa,soalnya banyaklah yg bilang jaringan ga bagus,ngelek,patah patah,dll,apalagi yg bilang sistem machmaking nya ga sesuai,naikin skil Lo bro!",5
Untuk tim developer saya kasih saran ya untuk ditindak lanjuti akun jokian atau player yang membeli akun tingkat atas karena kemampuan sama pengalaman mereka berbeda sama rank tinggi itu udah ngerugiin player solo banget sih,5
Gini montoon maksud q klo bisa ngk pp ko ksi lawan yg keras d dlm game tpi klo bisa jgn pulk aq maen solo ko ksi tim komputer,1
Tolong perbaiki sekil 1 aldous ngebug gak ada suara nya,5
Gamer sangat bagus saya main dari jam 8 malam sampai jam 2 malam terus lose steak dari honor 32 turun meytik 23 senang nya saya berbanyakan lose streak biar prayer yang main biar cepet gila,1
"Game ga guna, selalu kasih tim yg ga imbang sama sekali Masa iya lu kasih tim gw 4"" Nya role mage semua cok mana ngerti cara pegang lane lain",1
"Rating 3 masih ketinggian, game ini cocoknya rating 2, tetap sama tak berubah berubah kalian ya",1
"game gajelas login gabisa ngebug akun moonton pas chat ke customer servis gabisa bntu , gara"" ini akun hilang mana skin 430 tpi moonton gabisa bntu apa"" respon nya jelek bgt",1
"Pembagian tim selalu tidak seimbang, bukan sekali atau dua kali, bahkan sampai kalah beruntun gara-gara tim yang sangat tidak seimbang",1
Game yang sangat rekomen tidak bikin stress😹 dan sangat menghibur🗿,5
"mulai ga jelas ni game, gue ga afk ga apa keterangan history malah afk, ditambah lgi pengurangan kredit skor drastis bngt, gue jdi gabisa naikin rank bukan karena gue ga jago, tpi skill gue terhalang kredit skor, udh ga beres makin lama mobile legends, tolong klo bisa diperhatiin lgi jngn asal asalan ngurangin kredit skor dn masa ga afk ga apa tiba tiba dibilangny di history malah afk, hadeh",1
"Makin hari makin aneh aja game nya, tiba² relot/keluar sendiri padahal wify saya lancar and aman aja tolong di perbaiki, di update bukan makin bagus malah makin rusak aja nih game",1
"Wajar banyak player ke honor of kings , kalo di late game selalu di pending ping nya , cuma ga tau kenapa orang masi stay di game rusak ini, mana buat event scam lagi , gaca isinya sampah smua",1
Perbaikin lagi lah montoon servernya masa udh 4x saya begini jadi tolong lah diperbaiki lagi,3
tolong buat developer game nya itu ai mu ga jelas gada berkata kasar tapi bisa di mute ga jelas ngetik surend aja terdeteksi berkata kasar tolong lah di perbaiki ai pendeteksi chat in game sangat meresahkan jika main tapi chat in game di mute,1
Kecewa x sangat berat kecewanya karena pembagian tim selalu tidak sesuai,1
"Jangan main klau gk mau setres. Hhhh gw main hampir dua bulan bintang cuman naik 20 ke 25, trus 25 ke 20 gitu"" Trus. Di kasih tim gk bisa main pertandingan cmn 300 an tpi di kasih musuhnya yg ssh bet yg pertandinganny udh sampai ribuan.",2
banyak darksistem merugikan time.. makin kesini makin males main solo rank... pada gajelas,1
tolong perbaiki bug jaringan di server....ini sering leg sendiri kalau main....semua rekan tim maupun musuh leg🙏kaga adil server yg leg masa poin ngurang apalah game ini,2
"Ketika gw main kok tiba-tiba ""menghubungkan kembali"" padahal jaringan gua bagus kuota gua banyak,gw sering afk gara gara itu belakangan ini",5
"Sinyal wifi penuh , masih aja lag di match. Sudah gw uninstall game bangke.",1
"kenapa saya kalo ngespin event selalu aja dapet 5 token, udah habis banyak padahal, aneh",5
"Sistem matchmaking sangat buruk, jaringan tidak stabil(lag),Sangat mengecawakan sekarang!!!",1
"Semua dah bagus yang kurang cuman kadang mode yang udah di download tiba² harus di download ulang, kok gini kali lah dapet tim kek kmk lama' ku hapus ini game",1
